
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,ReferenceFrame,Time,Type,FilamentID,ID,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Branchings,0,,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Length,2.87328,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Length,1.33709,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Length,1.19549,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Length,1.05668,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Length,1.10231,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Length,1.07087,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Length,3.34605,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Length,1.21565,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Length,2.36949,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Length,1.04606,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Length,4.0753,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Length,1.08125,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Length,5.29492,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Length,1.23228,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Length,3.97335,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Length,1.10052,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Length,2.09876,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Length,1.20097,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Length,1.41536,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Length,1.28448,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Length,1.0861,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Length,1.02641,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Length,1.9839,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Length,1.19988,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Length,3.97671,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Length,1.33069,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Length,3.20576,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Length,1.05169,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Length,2.21434,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Length,1.12414,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Length,3.04429,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Length,2.35779,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Neck Max Diameter,0,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Neck Max Diameter,0.189258,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Neck Mean Diameter,0,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Neck Mean Diameter,0.189258,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Neck Min Diameter,0,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Neck Min Diameter,0.189258,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Orientation Angle,8.48895,°,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Orientation Angle,-32.8286,°,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Orientation Angle,-14.0363,°,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Orientation Angle,-95.9062,°,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Orientation Angle,46.3322,°,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Orientation Angle,-66.0375,°,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Orientation Angle,-3.85679,°,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Orientation Angle,-63.4349,°,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Orientation Angle,6.14663,°,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Orientation Angle,-75.9637,°,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Orientation Angle,85.8724,°,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Orientation Angle,-13.5704,°,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Orientation Angle,63.2519,°,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Orientation Angle,-28.0724,°,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Orientation Angle,-131.933,°,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Orientation Angle,-17.2416,°,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Orientation Angle,-115.677,°,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Orientation Angle,-5.1945,°,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Orientation Angle,-166.675,°,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Orientation Angle,-73.6105,°,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Orientation Angle,-115.71,°,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Orientation Angle,-42.1375,°,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Orientation Angle,-151.991,°,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Orientation Angle,-64.9831,°,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Orientation Angle,87.8591,°,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Orientation Angle,-29.3577,°,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Orientation Angle,144.071,°,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Orientation Angle,-88.0251,°,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Orientation Angle,164.578,°,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Orientation Angle,-91.8476,°,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Orientation Angle,19.8552,°,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Orientation Angle,-45,°,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Part Length Ground,2.03865,um,Spine,,Spine Part Length,0,,,,,1,,100000001,10700000000,
Spine Part Length Ground,1.43172,um,Spine,,Spine Part Length,0,,,,,1,,100000002,20700000000,
Spine Part Length Ground,1.29012,um,Spine,,Spine Part Length,0,,,,,1,,100000003,30700000000,
Spine Part Length Ground,1.1513,um,Spine,,Spine Part Length,0,,,,,1,,100000004,40700000000,
Spine Part Length Ground,1.19694,um,Spine,,Spine Part Length,0,,,,,1,,100000005,50700000000,
Spine Part Length Ground,1.1655,um,Spine,,Spine Part Length,0,,,,,1,,100000006,60700000000,
Spine Part Length Ground,2.35463,um,Spine,,Spine Part Length,0,,,,,1,,100000007,70700000000,
Spine Part Length Ground,1.31028,um,Spine,,Spine Part Length,0,,,,,1,,100000008,80700000000,
Spine Part Length Ground,2.36949,um,Spine,,Spine Part Length,0,,,,,1,,100000009,90700000000,
Spine Part Length Ground,1.14068,um,Spine,,Spine Part Length,0,,,,,1,,100000010,100700000000,
Spine Part Length Ground,2.93693,um,Spine,,Spine Part Length,0,,,,,1,,100000011,110700000000,
Spine Part Length Ground,1.17588,um,Spine,,Spine Part Length,0,,,,,1,,100000012,120700000000,
Spine Part Length Ground,3.36257,um,Spine,,Spine Part Length,0,,,,,1,,100000013,130700000000,
Spine Part Length Ground,1.32691,um,Spine,,Spine Part Length,0,,,,,1,,100000014,140700000000,
Spine Part Length Ground,2.95135,um,Spine,,Spine Part Length,0,,,,,1,,100000015,150700000000,
Spine Part Length Ground,1.19515,um,Spine,,Spine Part Length,0,,,,,1,,100000016,160700000000,
Spine Part Length Ground,2.09876,um,Spine,,Spine Part Length,0,,,,,1,,100000017,170700000000,
Spine Part Length Ground,1.2956,um,Spine,,Spine Part Length,0,,,,,1,,100000018,180700000000,
Spine Part Length Ground,1.50999,um,Spine,,Spine Part Length,0,,,,,1,,100000019,190700000000,
Spine Part Length Ground,1.37911,um,Spine,,Spine Part Length,0,,,,,1,,100000020,200700000000,
Spine Part Length Ground,1.18073,um,Spine,,Spine Part Length,0,,,,,1,,100000021,210700000000,
Spine Part Length Ground,1.12104,um,Spine,,Spine Part Length,0,,,,,1,,100000022,220700000000,
Spine Part Length Ground,1.9839,um,Spine,,Spine Part Length,0,,,,,1,,100000023,230700000000,
Spine Part Length Ground,1.29451,um,Spine,,Spine Part Length,0,,,,,1,,100000024,240700000000,
Spine Part Length Ground,2.89842,um,Spine,,Spine Part Length,0,,,,,1,,100000025,250700000000,
Spine Part Length Ground,1.42532,um,Spine,,Spine Part Length,0,,,,,1,,100000026,260700000000,
Spine Part Length Ground,2.12786,um,Spine,,Spine Part Length,0,,,,,1,,100000027,270700000000,
Spine Part Length Ground,1.14632,um,Spine,,Spine Part Length,0,,,,,1,,100000028,280700000000,
Spine Part Length Ground,2.21434,um,Spine,,Spine Part Length,0,,,,,1,,100000029,290700000000,
Spine Part Length Ground,1.21877,um,Spine,,Spine Part Length,0,,,,,1,,100000030,300700000000,
Spine Part Length Ground,2.03105,um,Spine,,Spine Part Length,0,,,,,1,,100000031,310700000000,
Spine Part Length Ground,2.35779,um,Spine,,Spine Part Length,0,,,,,1,,100000032,320700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000001,10700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000002,20700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000003,30700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000004,40700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000005,50700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000006,60700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000007,70700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000008,80700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000009,90700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000010,100700000000,
Spine Part Length Head,1.23299,um,Spine,,Spine Part Length,0,,,,,1,,100000011,110700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000012,120700000000,
Spine Part Length Head,1.07472,um,Spine,,Spine Part Length,0,,,,,1,,100000013,130700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000014,140700000000,
Spine Part Length Head,1.11663,um,Spine,,Spine Part Length,0,,,,,1,,100000015,150700000000,
